"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","V1"
"8330","SNRPD3",6.06527458037669e-47,3.05249592351701,0.629,0.275,1.81958237411301e-43,"6","ENSFALG00000007303"
"8331","SNRPD3",6.22745423182529e-36,2.60463881553346,0.692,0.275,1.86823626954759e-32,"9","ENSFALG00000007303"
"8332","SNRPD3",2.39748228627683e-46,0.51476926278098,0.728,0.271,7.19244685883049e-43,"8","ENSFALG00000007303"
"8333","SNRPF",2.24116939327761e-47,1.41257199046563,0.617,0.209,6.72350817983282e-44,"9","ENSFALG00000010799"
"8334","SNRPF",2.18436399586541e-78,4.62370561951747,0.743,0.198,6.55309198759624e-75,"6","ENSFALG00000010799"
"8335","SNRPG",2.24999897979929e-20,1.45902370657524,0.464,0.258,6.74999693939788e-17,"6","ENSFALG00000008384"
"8336","SNRPG",0.00259424861006714,1.18136931397368,0.308,0.268,1,"16","ENSFALG00000008384"
"8337","SNRPG",7.03071086735271e-36,0.922640488267585,0.382,0.259,2.10921326020581e-32,"3","ENSFALG00000008384"
"8338","SNRPG",3.41527373687471e-73,4.33127184033159,0.871,0.24,1.02458212106241e-69,"9","ENSFALG00000008384"
"8339","SNU13",5.63523267105097e-35,1.51833462949762,0.473,0.208,1.69056980131529e-31,"6","ENSFALG00000011879"
"8340","SNU13",6.20651257753751e-59,3.01761085226265,0.701,0.199,1.86195377326125e-55,"9","ENSFALG00000011879"
"8341","SNU13",3.06525419461639e-05,2.67424192227739,0.327,0.219,0.0919576258384917,"16","ENSFALG00000011879"
"8342","SNU13",1.51913395173984e-78,0.785617899523873,0.609,0.187,4.55740185521953e-75,"3","ENSFALG00000011879"
"8343","SNU13",6.25784883508562e-18,1.24053779768168,0.376,0.217,1.87735465052568e-14,"13","ENSFALG00000011879"
"8344","SNUPN",1.91514883668248e-18,0.361741245048857,0.537,0.162,5.74544651004745e-15,"15","ENSFALG00000010772"
"8345","SNUPN",2.80651761944948e-59,2.23683783070751,0.674,0.144,8.41955285834843e-56,"8","ENSFALG00000010772"
"8346","SNUPN",1.75722431527174e-33,0.691926504962204,0.363,0.16,5.27167294581522e-30,"6","ENSFALG00000010772"
"8347","SNW1",1.40337659556157e-37,1.10306062180857,0.571,0.183,4.21012978668471e-34,"8","ENSFALG00000012579"
"8348","SNW1",2.1686293900099e-33,0.406672203424382,0.426,0.19,6.50588817002969e-30,"6","ENSFALG00000012579"
"8349","SNW1",1.47812774953786e-72,2.23499596525826,0.518,0.152,4.43438324861359e-69,"0","ENSFALG00000012579"
"8350","SNX10",5.09459792770922e-11,2.96712308545733,0.321,0.216,1.52837937831277e-07,"14","ENSFALG00000009522"
"8351","SNX10",8.92953505816511e-30,1.98553499531654,0.528,0.168,2.67886051744953e-26,"0","ENSFALG00000009522"
"8352","SNX27",1.65333015095683e-35,1.11431543918726,0.616,0.216,4.9599904528705e-32,"8","ENSFALG00000007154"
"8353","SNX27",7.99583293250682e-24,1.77130512036417,0.478,0.225,2.39874987975205e-20,"9","ENSFALG00000007154"
"8354","SNX27",6.33456015196028e-36,1.04531368004987,0.557,0.218,1.90036804558808e-32,"6","ENSFALG00000007154"
"8355","SNX27",7.15069107583716e-34,0.628191249075206,0.38,0.213,2.14520732275115e-30,"0","ENSFALG00000007154"
"8356","SNX27",4.13295953207097e-18,0.893374333224853,0.322,0.228,1.23988785962129e-14,"2","ENSFALG00000007154"
"8357","SNX9",5.00095365618399e-21,2.40621382770624,0.355,0.189,1.5002860968552e-17,"13","ENSFALG00000012564"
"8358","SOD1",0.00217448311783081,1.59570888827851,0.464,0.391,1,"6","ENSFALG00000008092"
"8359","SOD1",1.41657335726964e-25,3.16520587045203,0.697,0.381,4.24972007180891e-22,"9","ENSFALG00000008092"
"8360","SOD1",1.16089584316653e-26,0.534152018659201,0.741,0.377,3.48268752949958e-23,"8","ENSFALG00000008092"
"8361","SOD1",1.34556078353401e-14,1.4716857533688,0.75,0.387,4.03668235060202e-11,"16","ENSFALG00000008092"
"8362","SORBS2",0.000654514553928349,4.97919174444897,0.556,0.22,1,"17","ENSFALG00000011913"
"8363","SORBS2",1.77154891979651e-19,1.45506657918481,0.558,0.216,5.31464675938953e-16,"16","ENSFALG00000011913"
"8364","SORBS2",5.58839358580402e-44,0.938218802988473,0.688,0.209,1.67651807574121e-40,"13","ENSFALG00000011913"
"8365","SORD",2.79692259071561e-06,2.36272803692692,0.388,0.176,0.00839076777214683,"8","ENSFALG00000009847"
"8366","SORD",6.08540373178639e-20,0.594434758395448,0.495,0.179,1.82562111953592e-16,"14","ENSFALG00000009847"
"8367","SORD",4.38923452272917e-22,1.81535198229494,0.336,0.163,1.31677035681875e-18,"0","ENSFALG00000009847"
"8368","SORD",2.27680975037991e-23,0.690978287014473,0.431,0.162,6.83042925113973e-20,"2","ENSFALG00000009847"
"8369","SOS2",5.78055069994315e-30,2.58001119603732,0.414,0.187,1.73416520998295e-26,"6","ENSFALG00000001823"
"8370","SOS2",0.0042790038356397,3.20713747349494,0.333,0.198,1,"17","ENSFALG00000001823"
"8371","SOS2",5.89550275945749e-23,1.20723236620426,0.438,0.188,1.76865082783725e-19,"9","ENSFALG00000001823"
"8372","SOS2",5.78171748792549e-27,1.18574153327756,0.518,0.182,1.73451524637765e-23,"8","ENSFALG00000001823"
"8373","SOX30",4.79133310473985e-57,0.325660804630054,0.713,0.284,1.43739993142195e-53,"2","ENSFALG00000008470"
"8374","SOX30",1.63638647209027e-230,4.376086443812,0.92,0.226,4.90915941627081e-227,"0","ENSFALG00000008470"
"8375","SOX8",0.000669284992829448,2.53621951745622,0.318,0.164,1,"0","ENSFALG00000013657"
"8376","SOX8",0.00231975714484499,2.66933761051639,0.376,0.181,1,"14","ENSFALG00000013657"
"8377","SP3",1.05815951604258e-07,0.879338941640024,0.406,0.174,0.000317447854812775,"8","ENSFALG00000002922"
"8378","SP3",5.39020233047573e-52,1.08695782164165,0.48,0.138,1.61706069914272e-48,"0","ENSFALG00000002922"
"8379","SPA17",1.17408454847744e-41,1.09835625827119,0.497,0.246,3.52225364543232e-38,"0","ENSFALG00000005228"
"8380","SPA17",1.75668189456136e-10,0.779751241374136,0.413,0.278,5.27004568368408e-07,"14","ENSFALG00000005228"
"8381","SPA17",5.41562197669015e-36,1.57905431529379,0.556,0.254,1.62468659300705e-32,"2","ENSFALG00000005228"
"8382","SPA17",8.67666886442966e-06,0.970938695109988,0.468,0.271,0.026030006593289,"7","ENSFALG00000005228"
"8383","SPAG1",2.21524892924134e-11,0.385789236549481,0.288,0.307,6.64574678772401e-08,"3","ENSFALG00000005801"
"8384","SPAG1",8.71921457590067e-17,2.80887031280289,0.532,0.294,2.6157643727702e-13,"9","ENSFALG00000005801"
"8385","SPAG1",1.33533003890348e-14,1.97341609764184,0.486,0.3,4.00599011671044e-11,"14","ENSFALG00000005801"
"8386","SPAG17",2.00480914861343e-25,2.3676430644746,0.572,0.269,6.01442744584029e-22,"9","ENSFALG00000005067"
"8387","SPAG17",3.91134533751347e-06,1.11187745968641,0.397,0.279,0.0117340360125404,"13","ENSFALG00000005067"
"8388","SPAG17",0.00144126234231883,0.627055284553951,0.537,0.28,1,"17","ENSFALG00000005067"
"8389","SPAG17",6.5714194705185e-61,2.81282211839123,0.615,0.253,1.97142584115555e-57,"3","ENSFALG00000005067"
"8390","SPAG7",1.715322158757e-14,2.11272538983909,0.446,0.208,5.14596647627099e-11,"8","ENSFALG00000006635"
"8391","SPAG7",3.53374096176585e-12,1.35491061818035,0.431,0.215,1.06012228852975e-08,"14","ENSFALG00000006635"
"8392","SPAG7",2.407316620207e-14,2.63977711281359,0.422,0.209,7.221949860621e-11,"6","ENSFALG00000006635"
"8393","SPATA17",0.00167794040864789,1.65901983330491,0.334,0.215,1,"0","ENSFALG00000012221"
"8394","SPATA17",4.03820945037079e-07,1.03793947806823,0.317,0.223,0.00121146283511124,"2","ENSFALG00000012221"
"8395","SPATA18",1.90694592533825e-60,2.28435700821412,0.901,0.317,5.72083777601474e-57,"11","ENSFALG00000003298"
"8396","SPATA18",2.59570187502921e-63,3.66299379722431,0.972,0.317,7.78710562508763e-60,"12","ENSFALG00000003298"
"8397","SPATA18",1.38646644330618e-47,0.79499985459189,0.694,0.311,4.15939932991855e-44,"4","ENSFALG00000003298"
"8398","SPATA18",9.05658705729053e-24,0.520197237796798,0.553,0.31,2.71697611718716e-20,"1","ENSFALG00000003298"
"8399","SPATA18",6.68134433742839e-30,0.75296979087004,0.745,0.32,2.00440330122852e-26,"10","ENSFALG00000003298"
"8400","SPATA6",1.14772598324742e-119,3.31413643149969,0.865,0.218,3.44317794974227e-116,"2","ENSFALG00000005303"
"8401","SPATA6",1.46814514941195e-89,1.34530779274037,0.602,0.224,4.40443544823585e-86,"0","ENSFALG00000005303"
"8402","SPATS2L",6.49318847610462e-07,2.38262990197076,0.298,0.264,0.00194795654283139,"13","ENSFALG00000004226"
"8403","SPATS2L",6.89008253266826e-07,1.15574950341608,0.096,0.269,0.00206702475980048,"16","ENSFALG00000004226"
"8404","SPATS2L",4.9475782906164e-10,0.250062972404283,0.406,0.257,1.48427348718492e-06,"8","ENSFALG00000004226"
"8405","SPATS2L",1.06002887641037e-102,1.87305826537949,0.63,0.206,3.18008662923111e-99,"0","ENSFALG00000004226"
"8406","SPCS2",8.27001424473727e-89,3.45730031876674,0.887,0.276,2.48100427342118e-85,"7","ENSFALG00000004806"
"8407","SPCS2",2.07727853997798e-59,1.25711459460986,0.963,0.283,6.23183561993395e-56,"11","ENSFALG00000004806"
"8408","SPCS2",1.2714721302063e-94,3.11145867064997,0.985,0.277,3.81441639061889e-91,"10","ENSFALG00000004806"
"8409","SPCS2",3.18810996478797e-44,0.479529430691922,0.672,0.28,9.5643298943639e-41,"4","ENSFALG00000004806"
"8410","SPDL1",0.00141348702872696,0.609619788466104,0.113,0.268,1,"13","ENSFALG00000009682"
"8411","SPDL1",7.01127527322661e-18,0.563740157661664,0.657,0.253,2.10338258196798e-14,"15","ENSFALG00000009682"
"8412","SPDL1",4.11287724036817e-169,3.974857724109,0.752,0.184,1.23386317211045e-165,"0","ENSFALG00000009682"
"8413","SPEN",8.17605864738105e-08,0.344605714398304,0.266,0.205,0.000245281759421432,"6","ENSFALG00000003551"
"8414","SPEN",8.87763927867612e-22,1.61517925640662,0.385,0.193,2.66329178360284e-18,"3","ENSFALG00000003551"
"8415","SPEN",8.94385453136876e-16,1.86052102827228,0.278,0.207,2.68315635941063e-12,"15","ENSFALG00000003551"
"8416","SPEN",1.53282177650825e-14,0.926555754991606,0.308,0.203,4.59846532952475e-11,"8","ENSFALG00000003551"
"8417","SPEN",1.19930529241596e-05,0.403333966864835,0.391,0.184,0.0359791587724787,"1","ENSFALG00000003551"
"8418","SPG7",7.48451963226705e-06,0.463713042536782,0.371,0.255,0.0224535588968011,"8","ENSFALG00000003193"
"8419","SPG7",6.66826764288874e-15,0.663131726155281,0.642,0.251,2.00048029286662e-11,"14","ENSFALG00000003193"
"8420","SPG7",3.23386779044749e-52,1.70473273960643,0.561,0.213,9.70160337134247e-49,"0","ENSFALG00000003193"
"8421","SPPL2A",5.79345914107291e-19,1.5205674220919,0.34,0.199,1.73803774232187e-15,"13","ENSFALG00000011434"
"8422","SPPL2A",2.21567301298301e-08,0.547965876391288,0.378,0.186,6.64701903894902e-05,"2","ENSFALG00000011434"
"8423","SPPL2A",3.33071986991834e-27,2.59903855471046,0.639,0.193,9.99215960975503e-24,"15","ENSFALG00000011434"
"8424","SPPL2A",3.94363227018037e-07,1.04247830499899,0.263,0.2,0.00118308968105411,"8","ENSFALG00000011434"
"8425","SPTAN1",4.73749714867394e-57,0.434329228852505,0.407,0.17,1.42124914460218e-53,"3","ENSFALG00000001408"
"8426","SPTAN1",1.61693510983588e-17,1.58786729378871,0.363,0.18,4.85080532950764e-14,"6","ENSFALG00000001408"
"8427","SPTAN1",2.33568570260681e-40,3.12992003250541,0.788,0.175,7.00705710782043e-37,"16","ENSFALG00000001408"
"8428","SPTAN1",8.39683832613455e-46,1.59947805052793,0.597,0.17,2.51905149784036e-42,"9","ENSFALG00000001408"
"8429","SPTAN1",7.52552095503431e-13,1.47202752287724,0.519,0.182,2.25765628651029e-09,"15","ENSFALG00000001408"
"8430","SPTAN1",1.58955734876184e-13,0.413655376528482,0.286,0.185,4.76867204628552e-10,"8","ENSFALG00000001408"
"8431","SPTBN1",1.13117943029493e-22,1.4849450353049,0.546,0.228,3.39353829088479e-19,"13","ENSFALG00000011348"
"8432","SPTBN1",1.52427145244246e-26,1.97538874099383,0.456,0.226,4.57281435732737e-23,"6","ENSFALG00000011348"
"8433","SPTBN1",1.59212464043756e-25,0.919318401102787,0.384,0.215,4.77637392131268e-22,"0","ENSFALG00000011348"
"8434","SPTBN1",2.85834972001353e-27,1.27854118816173,0.607,0.218,8.57504916004059e-24,"8","ENSFALG00000011348"
"8435","SPTBN1",1.39396839630731e-14,2.5082688431289,0.577,0.23,4.18190518892192e-11,"16","ENSFALG00000011348"
"8436","SPTLC2",2.04609318428675e-07,1.23334457492092,0.252,0.181,0.000613827955286026,"3","ENSFALG00000012617"
"8437","SPTLC2",6.63619222661524e-13,0.513393816126612,0.509,0.179,1.99085766798457e-09,"15","ENSFALG00000012617"
"8438","SPTLC2",1.64539648283694e-28,0.433895604652861,0.702,0.174,4.93618944851081e-25,"16","ENSFALG00000012617"
"8439","SPTY2D1",3.94180165201193e-08,1.63941906052841,0.451,0.231,0.000118254049560358,"8","ENSFALG00000011262"
"8440","SQSTM1",2.58515401427371e-06,2.15490184444784,0.537,0.18,0.00775546204282114,"17","ENSFALG00000007803"
"8441","SQSTM1",1.3062713487492e-27,0.611149163655049,0.443,0.172,3.91881404624761e-24,"9","ENSFALG00000007803"
"8442","SQSTM1",2.72134914056769e-41,2.28834268636279,0.489,0.167,8.16404742170308e-38,"6","ENSFALG00000007803"
"8443","SQSTM1",6.63017698685925e-44,3.53156267890359,0.817,0.169,1.98905309605777e-40,"16","ENSFALG00000007803"
"8444","SQSTM1",3.63771297592768e-08,0.533655969366712,0.257,0.183,0.000109131389277831,"14","ENSFALG00000007803"
"8445","SRA1",2.28653384803065e-28,1.35982507344045,0.371,0.172,6.85960154409195e-25,"6","ENSFALG00000009306"
"8446","SRA1",2.37093203381597e-65,0.848817863164282,0.438,0.16,7.11279610144792e-62,"3","ENSFALG00000009306"
"8447","SRA1",3.37906615983803e-28,2.25375385647766,0.39,0.176,1.01371984795141e-24,"13","ENSFALG00000009306"
"8448","SRBD1",3.93578255243012e-22,1.3020751757196,0.359,0.135,1.18073476572904e-18,"6","ENSFALG00000012966"
"8449","SRBD1",0.000352152533055881,0.873959085039146,0.407,0.143,1,"17","ENSFALG00000012966"
"8450","SRBD1",1.31377877323722e-75,2.62155451458444,0.548,0.111,3.94133631971167e-72,"3","ENSFALG00000012966"
"8451","SRBD1",1.24223189328785e-18,2.1521818408495,0.373,0.136,3.72669567986355e-15,"9","ENSFALG00000012966"
"8452","SREK1",1.58099943423117e-06,1.20325120304817,0.312,0.191,0.0047429983026935,"13","ENSFALG00000009835"
"8453","SREK1",1.92528143560734e-57,2.35292847766459,0.608,0.171,5.77584430682202e-54,"6","ENSFALG00000009835"
"8454","SREK1",4.57199399892574e-66,1.15637890230513,0.507,0.166,1.37159819967772e-62,"3","ENSFALG00000009835"
"8455","SREK1",1.90265451445969e-25,2.54329943445054,0.468,0.181,5.70796354337906e-22,"9","ENSFALG00000009835"
"8456","SREK1IP1",1.62052610100697e-34,1.99199491790023,0.549,0.214,4.8615783030209e-31,"6","ENSFALG00000009734"
"8457","SREK1IP1",1.53410959556867e-30,1.98048863776071,0.413,0.224,4.602328786706e-27,"9","ENSFALG00000009734"
"8458","SREK1IP1",2.00624570023067e-142,1.90970697460966,0.731,0.152,6.018737100692e-139,"0","ENSFALG00000009734"
"8459","SRFBP1",5.20816957851714e-20,1.36485109272041,0.339,0.166,1.56245087355514e-16,"14","ENSFALG00000007595"
"8460","SRFBP1",3.94025764256365e-07,1.36008259564964,0.299,0.163,0.00118207729276909,"8","ENSFALG00000007595"
"8461","SRGAP1",2.71881687237449e-52,0.37906997266278,0.429,0.116,8.15645061712348e-49,"3","ENSFALG00000009882"
"8462","SRGAP1",5.54367334852947e-14,2.98770587539693,0.378,0.131,1.66310200455884e-10,"9","ENSFALG00000009882"
"8463","SRGAP1",9.48038893260107e-09,3.68985100218952,0.63,0.136,2.84411667978032e-05,"17","ENSFALG00000009882"
"8464","SRI",1.03202080999556e-22,0.981408026873555,0.335,0.191,3.09606242998668e-19,"8","ENSFALG00000007871"
"8465","SRI",4.64647780704645e-13,0.742303731631542,0.369,0.192,1.39394334211393e-09,"13","ENSFALG00000007871"
"8466","SRI",1.00306258151493e-48,2.91677000955613,0.607,0.178,3.0091877445448e-45,"9","ENSFALG00000007871"
"8467","SRP14",1.51244180831764e-20,0.966696432477668,0.362,0.208,4.53732542495291e-17,"0","ENSFALG00000005349"
"8468","SRP14",1.07998638091662e-19,0.370141716631122,0.437,0.202,3.23995914274987e-16,"1","ENSFALG00000005349"
"8469","SRP14",0.00718694559749342,1.35149805078946,0.322,0.221,1,"2","ENSFALG00000005349"
"8470","SRP14",1.19668140858874e-07,0.669342081920853,0.422,0.225,0.000359004422576622,"14","ENSFALG00000005349"
"8471","SRP72",2.24867091253788e-12,0.909083529255048,0.305,0.246,6.74601273761365e-09,"13","ENSFALG00000006713"
"8472","SRP72",1.83413036752029e-29,1.19323729874363,0.345,0.239,5.50239110256087e-26,"2","ENSFALG00000006713"
"8473","SRP72",9.23214762916114e-10,2.79846097981222,0.5,0.245,2.76964428874834e-06,"17","ENSFALG00000006713"
"8474","SRP72",2.07816333433341e-31,0.376907334280778,0.366,0.238,6.23449000300023e-28,"3","ENSFALG00000006713"
"8475","SRP9",1.6365738088255e-44,1.7050910664397,0.517,0.193,4.90972142647651e-41,"9","ENSFALG00000011689"
"8476","SRP9",1.07565135637481e-58,0.693642953645288,0.424,0.188,3.22695406912442e-55,"3","ENSFALG00000011689"
"8477","SRP9",7.002027577502e-13,0.989788665158641,0.397,0.197,2.1006082732506e-09,"8","ENSFALG00000011689"
"8478","SRP9",4.31131088876311e-06,0.884005681347928,0.317,0.205,0.0129339326662893,"16","ENSFALG00000011689"
"8479","SRP9",1.33198020406384e-40,2.69765893265196,0.473,0.192,3.99594061219153e-37,"6","ENSFALG00000011689"
"8480","SRPK2",1.09564461651033e-16,1.24723027893117,0.257,0.184,3.28693384953098e-13,"6","ENSFALG00000010330"
"8481","SRPK2",2.24856863835088e-31,2.1821815617577,0.683,0.176,6.74570591505264e-28,"16","ENSFALG00000010330"
"8482","SRPK2",1.30288634172622e-40,0.941103118109555,0.549,0.169,3.90865902517866e-37,"8","ENSFALG00000010330"
"8483","SRPK2",4.79620970490673e-11,2.75559802423876,0.363,0.18,1.43886291147202e-07,"9","ENSFALG00000010330"
"8484","SRPK2",1.06631256849892e-26,0.518545717460985,0.523,0.18,3.19893770549675e-23,"14","ENSFALG00000010330"
"8485","SRRM1",8.72520257668406e-51,3.63184026257619,0.582,0.18,2.61756077300522e-47,"9","ENSFALG00000000476"
"8486","SRRM1",1.10761505437868e-33,1.44997069949253,0.418,0.186,3.32284516313605e-30,"6","ENSFALG00000000476"
"8487","SRRM1",1.99448074675307e-67,0.670391893180687,0.525,0.146,5.98344224025921e-64,"0","ENSFALG00000000476"
"8488","SRRM1",7.69776664563175e-13,1.89521022414362,0.385,0.194,2.30932999368953e-09,"16","ENSFALG00000000476"
"8489","SRRM3",4.087983213523e-102,1.96437737883989,0.528,0.116,1.2263949640569e-98,"0","ENSFALG00000009603"
"8490","SRRM3",2.51927555076761e-17,0.856692707270521,0.346,0.164,7.55782665230285e-14,"6","ENSFALG00000009603"
"8491","SRRM3",1.27679279086427e-11,0.566422678736416,0.27,0.17,3.83037837259282e-08,"13","ENSFALG00000009603"
"8492","SRRM3",1.05622355167729e-13,1.44088900199965,0.306,0.17,3.16867065503187e-10,"15","ENSFALG00000009603"
"8493","SRRM3",1.44513360090796e-10,1.23119843026159,0.268,0.169,4.33540080272388e-07,"8","ENSFALG00000009603"
"8494","SRSF11",2.35602763214646e-17,0.942512984662741,0.433,0.262,7.06808289643937e-14,"9","ENSFALG00000001217"
"8495","SRSF11",4.00160083552167e-09,0.980777980789454,0.323,0.261,1.2004802506565e-05,"0","ENSFALG00000001217"
"8496","SRSF11",1.5604605373908e-17,1.78140568578469,0.376,0.266,4.68138161217241e-14,"13","ENSFALG00000001217"
"8497","SRSF11",4.91585310781959e-34,0.652693494266015,0.393,0.259,1.47475593234588e-30,"3","ENSFALG00000001217"
"8498","SRSF3",5.26665489296773e-223,4.57101560271514,0.87,0.205,1.57999646789032e-219,"0","ENSFALG00000003234"
"8499","SRSF3",7.77284486865492e-07,0.580337863292759,0.704,0.292,0.00233185346059648,"17","ENSFALG00000003234"
"8500","SRSF4",1.47622632082215e-20,1.18593540308524,0.438,0.275,4.42867896246645e-17,"9","ENSFALG00000001346"
"8501","SRSF4",4.40792898036191e-78,0.409369066435163,0.53,0.243,1.32237869410857e-74,"0","ENSFALG00000001346"
"8502","SRSF4",5.82065010242241e-10,2.38133237595337,0.477,0.272,1.74619503072672e-06,"6","ENSFALG00000001346"
"8503","SRSF4",1.84905189189056e-41,2.1074016845639,0.674,0.262,5.54715567567169e-38,"8","ENSFALG00000001346"
"8504","SRSF5",7.924477305859e-74,1.32688745354182,0.507,0.125,2.3773431917577e-70,"3","ENSFALG00000004979"
"8505","SRSF5",3.27915277260444e-59,0.680415304059792,0.557,0.133,9.83745831781331e-56,"6","ENSFALG00000004979"
"8506","SRSF5",1.55986375367136e-32,6.74259038212536,0.981,0.146,4.67959126101409e-29,"17","ENSFALG00000004979"
"8507","SRSF6",0.00125352056159697,1.57871985472897,0.463,0.205,1,"17","ENSFALG00000012776"
"8508","SRSF6",5.63970479900852e-172,3.38006420817378,0.743,0.122,1.69191143970256e-168,"0","ENSFALG00000012776"
"8509","SS18",6.71598066807211e-80,1.81685052784873,0.513,0.192,2.01479420042163e-76,"0","ENSFALG00000006062"
"8510","SS18",1.15333197469894e-31,0.633602368993373,0.562,0.221,3.45999592409683e-28,"9","ENSFALG00000006062"
"8511","SS18",1.24971279120935e-16,0.722698816126744,0.796,0.23,3.74913837362804e-13,"17","ENSFALG00000006062"
"8512","SSB",1.05870528278435e-11,0.523688055079159,0.456,0.338,3.17611584835307e-08,"6","ENSFALG00000000930"
"8513","SSB",1.96713588661581e-27,2.09074828645278,0.587,0.333,5.90140765984744e-24,"9","ENSFALG00000000930"
"8514","SSB",2.17012751494637e-125,1.85092987747941,0.733,0.282,6.51038254483911e-122,"0","ENSFALG00000000930"
"8515","SSB",5.40094905785976e-13,0.277921184311837,0.332,0.346,1.62028471735793e-09,"3","ENSFALG00000000930"
"8516","SSB",1.56060669403201e-23,0.643192780552848,0.674,0.327,4.68182008209604e-20,"8","ENSFALG00000000930"
"8517","SSR2",1.43585263200668e-89,1.80851452466558,0.62,0.198,4.30755789602003e-86,"0","ENSFALG00000002555"
"8518","SSR2",4.44007433203445e-12,0.447539028384093,0.186,0.264,1.33202229961034e-08,"3","ENSFALG00000002555"
"8519","SSR2",3.0808519553546e-27,2.00796407668921,0.788,0.244,9.2425558660638e-24,"16","ENSFALG00000002555"
"8520","SSR2",7.76264526792544e-60,1.35023553992676,0.835,0.226,2.32879358037763e-56,"8","ENSFALG00000002555"
"8521","SSR2",1.73767940711542e-12,0.826923165390084,0.147,0.26,5.21303822134625e-09,"14","ENSFALG00000002555"
"8522","SSR3",8.45230316467041e-11,1.23156699940598,0.269,0.25,2.53569094940112e-07,"15","ENSFALG00000004786"
"8523","SSR3",2.12952589000076e-09,2.14375172354578,0.405,0.241,6.38857767000228e-06,"6","ENSFALG00000004786"
"8524","SSR3",4.24037599656022e-21,1.53716560485972,0.313,0.245,1.27211279896806e-17,"3","ENSFALG00000004786"
"8525","SSR3",5.32497776969289e-12,0.742777612076842,0.305,0.248,1.59749333090787e-08,"13","ENSFALG00000004786"
"8526","SSR3",1.34014796073449e-10,1.70999072551749,0.328,0.246,4.02044388220348e-07,"9","ENSFALG00000004786"
"8527","SSR3",5.17030246320351e-54,0.890328477778152,0.812,0.22,1.55109073896105e-50,"8","ENSFALG00000004786"
"8528","SSRP1",2.25108810503619e-49,1.26240399204979,0.58,0.14,6.75326431510857e-46,"8","ENSFALG00000011261"
"8529","SSRP1",1.25022306732429e-12,1.86072579457386,0.33,0.159,3.75066920197287e-09,"14","ENSFALG00000011261"
"8530","SSRP1",2.12677749711018e-28,1.50534198474711,0.371,0.151,6.38033249133053e-25,"6","ENSFALG00000011261"
"8531","SSRP1",4.09178303169997e-14,1.80582339696208,0.313,0.156,1.22753490950999e-10,"9","ENSFALG00000011261"
"8532","SSX2IP",2.14453752713807e-36,0.727317846275171,0.903,0.351,6.4336125814142e-33,"12","ENSFALG00000006170"
"8533","SSX2IP",1.45053290307611e-67,2.18808651970154,0.918,0.343,4.35159870922833e-64,"10","ENSFALG00000006170"
"8534","SSX2IP",6.33555098465763e-57,2.12624438355799,0.926,0.347,1.90066529539729e-53,"11","ENSFALG00000006170"
"8535","SSX2IP",5.86798792846941e-41,1.19779492089531,0.685,0.344,1.76039637854082e-37,"4","ENSFALG00000006170"
"8536","SSX2IP",2.36690336760919e-45,1.70619815712881,0.779,0.346,7.10071010282757e-42,"7","ENSFALG00000006170"
"8537","ST13",7.71814931986268e-43,2.84611622477174,0.687,0.206,2.3154447959588e-39,"9","ENSFALG00000012071"
"8538","ST13",3.69173471587392e-29,4.34027180921722,0.798,0.214,1.10752041476218e-25,"16","ENSFALG00000012071"
"8539","ST13",2.03089628980532e-27,0.831881644286794,0.443,0.216,6.09268886941596e-24,"6","ENSFALG00000012071"
"8540","STAG1",2.68053782914843e-06,3.02288361512646,0.355,0.213,0.0080416134874453,"13","ENSFALG00000013483"
"8541","STAG1",4.27051000390419e-37,2.25894040949736,0.474,0.195,1.28115300117126e-33,"3","ENSFALG00000013483"
"8542","STAG2",1.05002519228985e-45,2.08271173476195,0.476,0.171,3.15007557686954e-42,"3","ENSFALG00000001510"
"8543","STAG2",2.89405130915687e-16,1.96248450423865,0.413,0.191,8.6821539274706e-13,"16","ENSFALG00000001510"
"8544","STAG2",2.71650149614638e-37,0.399705412073766,0.485,0.18,8.14950448843913e-34,"6","ENSFALG00000001510"
"8545","STAG2",3.31624180638234e-06,2.65460809628244,0.574,0.192,0.00994872541914703,"17","ENSFALG00000001510"
"8546","STAU1",7.20976869136846e-43,0.926708957587365,0.647,0.194,2.16293060741054e-39,"8","ENSFALG00000012940"
"8547","STAU1",7.04765536624913e-42,2.88187080938875,0.612,0.199,2.11429660987474e-38,"9","ENSFALG00000012940"
"8548","STAU1",1.4242663363384e-42,2.1740123672258,0.561,0.198,4.27279900901521e-39,"6","ENSFALG00000012940"
"8549","STIM2",1.27630264270315e-27,1.92014610012714,0.37,0.166,3.82890792810945e-24,"0","ENSFALG00000009145"
"8550","STIM2",4.45887322761462e-05,1.2699635638246,0.444,0.192,0.133766196828439,"17","ENSFALG00000009145"
"8551","STIM2",1.73602929306161e-12,0.467654880434089,0.296,0.192,5.20808787918482e-09,"15","ENSFALG00000009145"
"8552","STIM2",2.85685570659527e-50,0.711094873949899,0.683,0.169,8.57056711978582e-47,"8","ENSFALG00000009145"
"8553","STK17A",1.09457003076433e-05,0.440028815284576,0.32,0.288,0.03283710092293,"2","ENSFALG00000005033"
"8554","STK17A",2.93311183297974e-34,3.17404085535863,0.592,0.276,8.79933549893921e-31,"9","ENSFALG00000005033"
