"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","V1"
"1369","CIP2A",4.66266636849478e-54,1.20821907945226,0.399,0.106,1.39879991054844e-50,"3","ENSFALG00000006371"
"1370","CIP2A",8.9234220187602e-35,2.01001885062231,0.428,0.116,2.67702660562806e-31,"9","ENSFALG00000006371"
"1371","CIR1",0.00103619106789245,0.619638794999079,0.121,0.28,1,"13","ENSFALG00000002994"
"1372","CIR1",2.49067978758562e-72,0.709837874322324,0.518,0.235,7.47203936275685e-69,"0","ENSFALG00000002994"
"1373","CIR1",1.00062825999556e-14,1.93743571101606,0.373,0.27,3.00188477998668e-11,"9","ENSFALG00000002994"
"1374","CIR1",1.71595133512823e-59,1.95783629949772,0.821,0.245,5.14785400538468e-56,"8","ENSFALG00000002994"
"1375","CIR1",1.96228983389815e-08,1.16479982444466,0.409,0.267,5.88686950169444e-05,"6","ENSFALG00000002994"
"1376","CIRBP",3.81369398994182e-05,1.68799915763004,0.291,0.144,0.114410819698255,"3","ENSFALG00000014000"
"1377","CIRBP",4.16464363327196e-18,5.05286149160317,0.778,0.148,1.24939308998159e-14,"17","ENSFALG00000014000"
"1378","CIRBP",5.79275023235926e-15,0.556276565334455,0.27,0.149,1.73782506970778e-11,"6","ENSFALG00000014000"
"1379","CIRBP",1.59753150673187e-19,1.78159772181704,0.481,0.148,4.79259452019562e-16,"16","ENSFALG00000014000"
"1380","CISD2",9.81528361889506e-44,2.33152383263226,0.527,0.129,2.94458508566852e-40,"9","ENSFALG00000008179"
"1381","CISD2",3.75156017044083e-21,0.372303486600819,0.759,0.14,1.12546805113225e-17,"17","ENSFALG00000008179"
"1382","CISD2",1.74047798087173e-31,1.51511824625863,0.433,0.138,5.2214339426152e-28,"13","ENSFALG00000008179"
"1383","CISD2",1.1195127258124e-36,1.03936014344549,0.371,0.135,3.3585381774372e-33,"6","ENSFALG00000008179"
"1384","CISD2",2.32863626089078e-22,2.71831829449625,0.51,0.139,6.98590878267234e-19,"16","ENSFALG00000008179"
"1385","CKAP2",4.6588999805744e-287,5.91005748898124,0.975,0.222,1.39766999417232e-283,"0","ENSFALG00000008556"
"1386","CKAP4",2.29898970813492e-15,0.434998402696058,0.337,0.173,6.89696912440476e-12,"16","ENSFALG00000014637"
"1387","CKAP4",2.98525492333424e-47,1.51860500103515,0.552,0.159,8.95576477000272e-44,"9","ENSFALG00000014637"
"1388","CKAP4",1.75934346477761e-13,0.334521557793178,0.332,0.161,5.27803039433283e-10,"2","ENSFALG00000014637"
"1389","CKAP4",4.47032401996479e-22,1.48546576790946,0.796,0.169,1.34109720598944e-18,"17","ENSFALG00000014637"
"1390","CKAP5",1.05274469986072e-10,1.80947255262103,0.536,0.378,3.15823409958217e-07,"4","ENSFALG00000006282"
"1391","CKAP5",0.000500737649533977,1.20332114803377,0.389,0.389,1,"15","ENSFALG00000006282"
"1392","CKAP5",4.59492977726018e-19,0.805008411995875,0.722,0.378,1.37847893317805e-15,"12","ENSFALG00000006282"
"1393","CKLF",1.11042254811826e-06,1.68225117357659,0.241,0.279,0.00333126764435477,"15","ENSFALG00000007641"
"1394","CKLF",0.000282844854764352,1.20255638526793,0.383,0.273,0.848534564293056,"9","ENSFALG00000007641"
"1395","CKLF",1.58949027162085e-17,0.817948345006547,0.333,0.276,4.76847081486256e-14,"13","ENSFALG00000007641"
"1396","CKLF",1.15510993419841e-18,2.85753929553743,0.519,0.264,3.46532980259524e-15,"6","ENSFALG00000007641"
"1397","CKS1B",7.5355803691526e-15,2.91488781398,0.57,0.372,2.26067411074578e-11,"6","ENSFALG00000001265"
"1398","CKS1B",3.37307204161529e-07,0.304020423977002,0.512,0.376,0.00101192161248459,"9","ENSFALG00000001265"
"1399","CKS1B",9.6245341805939e-45,1.80275705092525,0.759,0.362,2.88736025417817e-41,"8","ENSFALG00000001265"
"1400","CKS1B",1.23072549756623e-05,1.5876349503018,0.397,0.382,0.036921764926987,"13","ENSFALG00000001265"
"1401","CKS2",3.35689381773052e-126,6.09244687582994,0.996,0.32,1.00706814531916e-122,"8","ENSFALG00000012438"
"1402","CLASP1",3.04301750657123e-13,2.59493430424005,0.291,0.19,9.12905251971368e-10,"13","ENSFALG00000013233"
"1403","CLASP1",2.60391055678249e-78,2.02595061847944,0.535,0.163,7.81173167034748e-75,"3","ENSFALG00000013233"
"1404","CLCC1",4.75576840866e-28,0.555085539371536,0.518,0.205,1.426730522598e-24,"13","ENSFALG00000002691"
"1405","CLCC1",1.51592391122168e-20,0.392713480800937,0.558,0.207,4.54777173366503e-17,"16","ENSFALG00000002691"
"1406","CLCC1",1.25665065126243e-85,2.51955603475181,0.559,0.16,3.76995195378729e-82,"0","ENSFALG00000002691"
"1407","CLCC1",1.33168928776125e-33,0.422552987845985,0.647,0.192,3.99506786328376e-30,"8","ENSFALG00000002691"
"1408","CLGN",0.000776493695746477,1.16982146203044,0.413,0.394,1,"14","ENSFALG00000004907"
"1409","CLGN",0.000523627705517911,0.518968591704271,0.537,0.391,1,"15","ENSFALG00000004907"
"1410","CLGN",1.47563996502966e-124,1.92947234804728,0.792,0.33,4.42691989508898e-121,"0","ENSFALG00000004907"
"1411","CLGN",9.59142622252945e-45,2.02878323285813,0.799,0.372,2.87742786675884e-41,"8","ENSFALG00000004907"
"1412","CLINT1",0.00656285673724129,0.951579515499039,0.121,0.261,1,"13","ENSFALG00000008488"
"1413","CLINT1",4.44209720628834e-28,0.26487482173796,0.558,0.24,1.3326291618865e-24,"8","ENSFALG00000008488"
"1414","CLINT1",1.46079177190072e-59,1.05465703480443,0.576,0.228,4.38237531570216e-56,"3","ENSFALG00000008488"
"1415","CLINT1",3.13500738943397e-05,0.650209754141919,0.5,0.25,0.0940502216830191,"15","ENSFALG00000008488"
"1416","CLINT1",2.09476049459688e-15,2.04986365465467,0.312,0.251,6.28428148379063e-12,"2","ENSFALG00000008488"
"1417","CLK4",1.05246546311736e-10,1.1523979283277,0.558,0.239,3.15739638935207e-07,"8","ENSFALG00000007682"
"1418","CLK4",1.19882698067911e-76,0.439542217363889,0.511,0.214,3.59648094203732e-73,"0","ENSFALG00000007682"
"1419","CLK4",6.76302628980523e-47,2.59288630485406,0.654,0.233,2.02890788694157e-43,"6","ENSFALG00000007682"
"1420","CLK4",1.21576715817069e-08,0.831132472973859,0.202,0.257,3.64730147451207e-05,"14","ENSFALG00000007682"
"1421","CLK4",2.39440426162819e-23,0.932029027671777,0.463,0.246,7.18321278488456e-20,"9","ENSFALG00000007682"
"1422","CLK4",8.31559061598261e-10,1.10305851961417,0.326,0.253,2.49467718479478e-06,"13","ENSFALG00000007682"
"1423","CLN6",2.53252247795668e-13,1.12029694105475,0.329,0.169,7.59756743387003e-10,"6","ENSFALG00000010146"
"1424","CLN6",1.14538454577796e-35,0.595663637389948,0.694,0.164,3.43615363733388e-32,"15","ENSFALG00000010146"
"1425","CLN6",3.47903034922551e-15,0.848449815746708,0.548,0.168,1.04370910476765e-11,"16","ENSFALG00000010146"
"1426","CLN6",6.85928837250369e-16,1.1104954134962,0.685,0.171,2.05778651175111e-12,"17","ENSFALG00000010146"
"1427","CLN6",0.00140144315664589,1.7701011671676,0.333,0.17,1,"9","ENSFALG00000010146"
"1428","CLNS1A",5.23522798554164e-06,1.30755584439605,0.435,0.351,0.0157056839566249,"15","ENSFALG00000007608"
"1429","CLNS1A",3.07540523457309e-14,0.348866009782181,0.743,0.344,9.22621570371928e-11,"14","ENSFALG00000007608"
"1430","CLNS1A",1.8649450516661e-84,3.67469689875221,0.731,0.316,5.59483515499829e-81,"2","ENSFALG00000007608"
"1431","CLPB",1.08039885672526e-35,1.00451280661252,0.603,0.183,3.24119657017579e-32,"13","ENSFALG00000006254"
"1432","CLPB",2.28263008400293e-52,0.614329594909562,0.346,0.183,6.84789025200879e-49,"3","ENSFALG00000006254"
"1433","CLPB",9.01676803017897e-34,0.635809489497282,0.418,0.16,2.70503040905369e-30,"0","ENSFALG00000006254"
"1434","CLPB",2.76843490316164e-25,1.99692650520043,0.46,0.182,8.30530470948491e-22,"8","ENSFALG00000006254"
"1435","CLPTM1L",8.49392047383602e-42,0.329738917582897,0.549,0.264,2.54817614215081e-38,"1","ENSFALG00000002158"
"1436","CLPTM1L",2.08072573980549e-11,2.9715085781792,0.37,0.296,6.24217721941646e-08,"15","ENSFALG00000002158"
"1437","CLPTM1L",6.65832882247995e-32,1.53542591486439,0.484,0.267,1.99749864674399e-28,"0","ENSFALG00000002158"
"1438","CLSPN",6.85168585895892e-24,2.66786859521165,0.376,0.178,2.05550575768768e-20,"13","ENSFALG00000000773"
"1439","CLSPN",6.63808562747939e-25,2.07696597614314,0.46,0.169,1.99142568824382e-21,"8","ENSFALG00000000773"
"1440","CLSPN",2.55393188127959e-14,0.377389784024799,0.341,0.159,7.66179564383878e-11,"0","ENSFALG00000000773"
"1441","CLTA",1.96818903160313e-41,1.11972875941532,0.477,0.125,5.90456709480938e-38,"6","ENSFALG00000001002"
"1442","CLTA",7.23766109772198e-12,2.17133853772391,0.452,0.137,2.17129832931659e-08,"16","ENSFALG00000001002"
"1443","CLTA",6.01662300129056e-30,3.52874633538843,0.537,0.125,1.80498690038717e-26,"9","ENSFALG00000001002"
"1444","CLTC",9.73716191754424e-56,0.834493212648248,0.465,0.183,2.92114857526327e-52,"3","ENSFALG00000005575"
"1445","CLTC",2.53383904200778e-33,1.69741831252187,0.713,0.193,7.60151712602334e-30,"15","ENSFALG00000005575"
"1446","CLTC",3.84570590280737e-12,2.11794481234045,0.363,0.198,1.15371177084221e-08,"9","ENSFALG00000005575"
"1447","CLTCL1",5.45747393777173e-23,2.06539773877913,0.348,0.137,1.63724218133152e-19,"9","ENSFALG00000007848"
"1448","CLTCL1",3.79877471833977e-11,2.62254784268757,0.384,0.134,1.13963241550193e-07,"6","ENSFALG00000007848"
"1449","CLU",1.53752364064773e-28,0.324668603992469,0.552,0.303,4.61257092194319e-25,"9","ENSFALG00000002332"
"1450","CLU",6.99449240104967e-25,0.586830434737626,0.771,0.303,2.0983477203149e-21,"14","ENSFALG00000002332"
"1451","CLU",5.86929824531244e-28,1.54344444856626,0.779,0.303,1.76078947359373e-24,"16","ENSFALG00000002332"
"1452","CLU",5.71337099692445e-34,7.32657546189371,1,0.306,1.71401129907733e-30,"17","ENSFALG00000002332"
"1453","CLUAP1",1.6344269171256e-08,1.26906865778012,0.305,0.164,4.90328075137681e-05,"13","ENSFALG00000004391"
"1454","CLUAP1",4.21974130551308e-07,0.718694778689484,0.27,0.162,0.00126592239165392,"6","ENSFALG00000004391"
"1455","CLUAP1",5.43221690502213e-87,2.07374716690562,0.565,0.133,1.62966507150664e-83,"3","ENSFALG00000004391"
"1456","CLUAP1",1.89382271074986e-42,0.361171564554484,0.589,0.145,5.68146813224959e-39,"8","ENSFALG00000004391"
"1457","CMAS",2.26706356615662e-19,1.62599262474943,0.444,0.194,6.80119069846987e-16,"15","ENSFALG00000003601"
"1458","CMAS",3.26806098716483e-19,0.844753281129383,0.496,0.191,9.8041829614945e-16,"13","ENSFALG00000003601"
"1459","CMAS",5.62186314916725e-31,1.47804708499259,0.621,0.178,1.68655894475017e-27,"8","ENSFALG00000003601"
"1460","CMAS",6.23893534655762e-20,0.759374062683955,0.529,0.193,1.87168060396729e-16,"16","ENSFALG00000003601"
"1461","CMC2",3.14789481407335e-117,2.00051262960497,0.985,0.402,9.44368444222005e-114,"5","ENSFALG00000006837"
"1462","CMC2",2.93616859866652e-80,1.67157269392666,0.769,0.393,8.80850579599957e-77,"1","ENSFALG00000006837"
"1463","CNIH1",3.66783584194046e-60,0.884170507536944,0.416,0.159,1.10035075258214e-56,"3","ENSFALG00000003812"
"1464","CNIH1",1.13787421264249e-43,0.489813258367362,0.338,0.154,3.41362263792746e-40,"0","ENSFALG00000003812"
"1465","CNIH1",3.65347858206727e-16,1.34642255613226,0.262,0.175,1.09604357462018e-12,"6","ENSFALG00000003812"
"1466","CNIH4",2.8372823395364e-70,3.00294256267212,0.684,0.173,8.51184701860919e-67,"6","ENSFALG00000011790"
"1467","CNIH4",1.26642919114979e-11,0.262746071382638,0.358,0.185,3.79928757344938e-08,"2","ENSFALG00000011790"
"1468","CNIH4",1.41662729374337e-14,2.05210220537868,0.63,0.196,4.24988188123011e-11,"17","ENSFALG00000011790"
"1469","CNIH4",1.21148316717721e-38,0.427321530827286,0.375,0.173,3.63444950153163e-35,"0","ENSFALG00000011790"
"1470","CNN3",1.31470189109833e-05,3.17687511246739,0.452,0.123,0.0394410567329498,"16","ENSFALG00000002363"
"1471","CNN3",0.00292638526351902,1.24378334032462,0.324,0.126,1,"15","ENSFALG00000002363"
"1472","CNOT1",4.08232175626362e-07,0.292572126470388,0.383,0.303,0.00122469652687909,"2","ENSFALG00000007285"
"1473","CNOT1",4.13076036573263e-35,0.776213525169944,0.538,0.273,1.23922810971979e-31,"0","ENSFALG00000007285"
"1474","CNOT1",8.41545115330514e-05,1.51559171391168,0.319,0.31,0.252463534599154,"13","ENSFALG00000007285"
"1475","CNOT10",1.46958259762516e-44,0.286903425552817,0.291,0.173,4.40874779287547e-41,"3","ENSFALG00000009135"
"1476","CNOT10",6.38846509525565e-38,1.19990316776873,0.716,0.169,1.9165395285767e-34,"14","ENSFALG00000009135"
"1477","CNOT10",1.30753994729887e-63,0.354524526276967,0.732,0.153,3.92261984189662e-60,"8","ENSFALG00000009135"
"1478","CNOT10",3.76929071646922e-18,2.03138940246428,0.366,0.153,1.13078721494076e-14,"0","ENSFALG00000009135"
"1479","CNOT11",2.42558001814137e-54,0.643158514577028,0.832,0.314,7.2767400544241e-51,"10","ENSFALG00000003802"
"1480","CNOT11",4.33919311072906e-47,0.722544083367555,0.833,0.318,1.30175793321872e-43,"11","ENSFALG00000003802"
"1481","CNOT11",1.74776697450833e-27,2.52897045978359,0.599,0.317,5.243300923525e-24,"4","ENSFALG00000003802"
"1482","CNOT11",1.41098408732591e-50,3.18771857597246,0.779,0.313,4.23295226197772e-47,"7","ENSFALG00000003802"
"1483","CNOT4",1.0240285453601e-37,0.767243202977923,0.343,0.191,3.0720856360803e-34,"3","ENSFALG00000011194"
"1484","CNOT4",1.41137360088729e-39,0.997096572500603,0.598,0.183,4.23412080266187e-36,"8","ENSFALG00000011194"
"1485","CNOT4",8.42411563069648e-14,2.02800968667317,0.463,0.197,2.52723468920894e-10,"15","ENSFALG00000011194"
"1486","CNOT4",5.86965703938484e-39,0.863092351132196,0.638,0.189,1.76089711181545e-35,"13","ENSFALG00000011194"
"1487","CNOT4",1.76280882648078e-21,1.59067603291915,0.346,0.181,5.28842647944235e-18,"0","ENSFALG00000011194"
"1488","CNOT9",0.00216374420511846,0.631429530484688,0.3,0.295,1,"6","ENSFALG00000003988"
"1489","CNOT9",1.22495203648572e-39,2.43469516038257,0.612,0.278,3.67485610945717e-36,"8","ENSFALG00000003988"
"1490","CNOT9",0.00247433756877878,1.55210195120871,0.442,0.292,1,"16","ENSFALG00000003988"
"1491","CNOT9",1.19578234918561e-08,0.410649209988189,0.318,0.294,3.58734704755684e-05,"9","ENSFALG00000003988"
"1492","CNTRL",2.65580743312266e-12,0.250830950979527,0.144,0.28,7.96742229936797e-09,"16","ENSFALG00000001813"
"1493","CNTRL",1.7263185981974e-36,2.06174941887508,0.561,0.261,5.1789557945922e-33,"6","ENSFALG00000001813"
"1494","CNTRL",2.21020605030587e-19,0.757470256657396,0.403,0.271,6.63061815091762e-16,"9","ENSFALG00000001813"
"1495","CNTRL",1.83173582514019e-89,0.372188912088611,0.616,0.222,5.49520747542056e-86,"0","ENSFALG00000001813"
"1496","CNTRL",8.07092981351929e-20,1.65211456305419,0.46,0.267,2.42127894405579e-16,"8","ENSFALG00000001813"
"1497","CNTRL",0.00138870925273168,2.15132342884259,0.574,0.273,1,"17","ENSFALG00000001813"
"1498","COA3",7.45824217965811e-53,0.363278045218229,0.493,0.236,2.23747265389743e-49,"0","ENSFALG00000006818"
"1499","COA3",1.26768876779658e-16,1.00311905773734,0.522,0.26,3.80306630338975e-13,"9","ENSFALG00000006818"
"1500","COA3",5.91739163916718e-50,2.38111349945034,0.737,0.247,1.77521749175015e-46,"8","ENSFALG00000006818"
"1501","COA8",0.00436343080912043,0.465998351907773,0.404,0.43,1,"16","ENSFALG00000002865"
"1502","COA8",1.55631154453967e-39,0.43052055559334,0.703,0.392,4.66893463361901e-36,"1","ENSFALG00000002865"
"1503","COA8",2.62804805887061e-05,0.754021910115653,0.388,0.433,0.0788414417661184,"3","ENSFALG00000002865"
"1504","COA8",1.57565665335575e-09,0.656890223673957,0.533,0.419,4.72696996006726e-06,"2","ENSFALG00000002865"
"1505","COA8",6.4782501530898e-60,0.575257272706239,0.92,0.398,1.94347504592694e-56,"5","ENSFALG00000002865"
"1506","COA8",2.81596097528111e-80,0.870911415502005,0.759,0.376,8.44788292584334e-77,"0","ENSFALG00000002865"
"1507","COG1",3.137133329324e-16,3.46227348201514,0.56,0.24,9.41139998797201e-13,"14","ENSFALG00000012923"
"1508","COG2",7.39966819982778e-29,1.24831880060882,0.504,0.157,2.21990045994833e-25,"13","ENSFALG00000003401"
"1509","COG2",1.61521708577742e-51,2.33459200131807,0.622,0.146,4.84565125733226e-48,"9","ENSFALG00000003401"
"1510","COG6",9.53331350207212e-11,1.0346773144186,0.251,0.205,2.85999405062163e-07,"0","ENSFALG00000008606"
"1511","COG6",3.31564830060659e-73,0.338748292238732,0.562,0.18,9.94694490181977e-70,"3","ENSFALG00000008606"
"1512","COG6",6.91904428365089e-20,1.24253503349537,0.303,0.207,2.07571328509527e-16,"9","ENSFALG00000008606"
"1513","COG6",4.24881941675789e-25,2.17577998926984,0.571,0.192,1.27464582502737e-21,"8","ENSFALG00000008606"
"1514","COIL",3.98526831572987e-09,2.20787716576029,0.323,0.172,1.19558049471896e-05,"9","ENSFALG00000002278"
"1515","COIL",8.27564141235076e-22,3.93117323896509,0.852,0.171,2.48269242370523e-18,"17","ENSFALG00000002278"
"1516","COIL",1.78650532778468e-46,0.760856475094427,0.468,0.163,5.35951598335405e-43,"6","ENSFALG00000002278"
"1517","COIL",1.79671073880363e-56,2.03781645209472,0.46,0.154,5.3901322164109e-53,"3","ENSFALG00000002278"
"1518","COL4A1",3.75581904572272e-07,4.382800770392,0.302,0.182,0.00112674571371682,"3","ENSFALG00000010556"
"1519","COL4A5",2.43225622647984e-33,7.79623972605304,0.907,0.089,7.29676867943953e-30,"17","ENSFALG00000000185"
"1520","COMMD2",4.97977498345559e-13,2.46092836509786,0.477,0.268,1.49393249503668e-09,"14","ENSFALG00000005305"
"1521","COMMD2",2.32280018319492e-10,0.534616793419578,0.229,0.275,6.96840054958475e-07,"9","ENSFALG00000005305"
"1522","COMMD2",2.09883161372622e-28,1.07361078775605,0.603,0.256,6.29649484117866e-25,"8","ENSFALG00000005305"
"1523","COMMD2",4.83942458272009e-07,0.429605900357815,0.133,0.286,0.00145182737481603,"3","ENSFALG00000005305"
"1524","COMMD2",0.000626913226349208,0.426278930844939,0.287,0.273,1,"6","ENSFALG00000005305"
"1525","COMMD2",0.00240302907518516,1.82671365267225,0.191,0.276,1,"13","ENSFALG00000005305"
"1526","COMMD3",2.53087194659432e-20,1.0776448898387,0.354,0.151,7.59261583978296e-17,"6","ENSFALG00000007309"
"1527","COMMD3",8.99539647410603e-16,0.37179027799285,0.397,0.15,2.69861894223181e-12,"8","ENSFALG00000007309"
"1528","COMMD4",9.32104049090053e-46,1.48108510572928,0.667,0.209,2.79631214727016e-42,"9","ENSFALG00000010822"
"1529","COMMD4",9.24536680171259e-58,4.85231563913247,0.684,0.204,2.77361004051378e-54,"6","ENSFALG00000010822"
"1530","COMMD8",2.06107311121727e-35,2.44197198214413,0.721,0.145,6.18321933365182e-32,"16","ENSFALG00000003000"
"1531","COMMD8",2.19564874661019e-18,1.6513495298019,0.363,0.147,6.58694623983056e-15,"6","ENSFALG00000003000"
"1532","COMMD8",1.87415759067162e-17,1.59603305843189,0.362,0.148,5.62247277201485e-14,"8","ENSFALG00000003000"
"1533","COMMD8",2.92655999196185e-19,1.61276805244969,0.796,0.151,8.77967997588556e-16,"17","ENSFALG00000003000"
"1534","COMMD8",5.31214172570955e-49,2.90697755040507,0.597,0.137,1.59364251771286e-45,"9","ENSFALG00000003000"
"1535","COMMD9",5.43946601727664e-11,1.84491953057524,0.317,0.136,1.63183980518299e-07,"16","ENSFALG00000012443"
"1536","COMMD9",5.76245806344586e-53,1.14092346881159,0.388,0.119,1.72873741903376e-49,"3","ENSFALG00000012443"
"1537","COMMD9",2.20840050376217e-31,2.1355711410009,0.403,0.128,6.62520151128652e-28,"9","ENSFALG00000012443"
"1538","COPA",1.9477299627472e-22,0.771160939398785,0.324,0.158,5.84318988824159e-19,"3","ENSFALG00000007347"
"1539","COPA",1.84793070949003e-29,0.54661974954962,0.596,0.161,5.54379212847008e-26,"14","ENSFALG00000007347"
"1540","COPA",1.1693099770073e-45,3.89661142295286,0.544,0.15,3.50792993102189e-42,"6","ENSFALG00000007347"
"1541","COPA",3.97989968261055e-25,1.08688861966912,0.418,0.16,1.19396990478316e-21,"9","ENSFALG00000007347"
"1542","COPS2",2.82339503855455e-27,2.08237507105614,0.496,0.209,8.47018511566365e-24,"13","ENSFALG00000011497"
"1543","COPS2",4.55730081625129e-07,2.04481684543627,0.325,0.212,0.00136719024487539,"6","ENSFALG00000011497"
"1544","COPS2",1.10545789475412e-37,1.89816904372766,0.537,0.203,3.31637368426236e-34,"9","ENSFALG00000011497"
"1545","COPS2",2.80437966004779e-14,1.22387268258084,0.346,0.215,8.41313898014337e-11,"16","ENSFALG00000011497"
"1546","COPS5",2.70621750553924e-38,1.27917508700053,0.696,0.276,8.11865251661771e-35,"8","ENSFALG00000005408"
"1547","COPS5",1.83501283042938e-22,2.31461487152498,0.567,0.285,5.50503849128815e-19,"9","ENSFALG00000005408"
"1548","COPS5",5.23171847253295e-18,0.615314742378736,0.712,0.287,1.56951554175989e-14,"16","ENSFALG00000005408"
"1549","COPS5",0.00586604139354698,0.253199209909876,0.106,0.304,1,"13","ENSFALG00000005408"
"1550","COPS5",2.81359202628367e-13,2.25090222680459,0.451,0.289,8.440776078851e-10,"6","ENSFALG00000005408"
"1551","COPS7A",9.1527174588169e-11,0.743318698278257,0.305,0.248,2.74581523764507e-07,"13","ENSFALG00000004726"
"1552","COPS7A",6.13282513279523e-20,1.41811460230805,0.384,0.242,1.83984753983857e-16,"6","ENSFALG00000004726"
